taxon,species,color_desc,flowering_months,family,color_id,red,orange,yellow,green,blue,purple,pink,white,brown,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,inat_phen,ob_num
Tipularia discolor (Pursh) Nutt.,Tipularia discolor,Greenish-purple,"June, September",Orchidaceae,green,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE,146
Tradescantia ohiensis Raf.,Tradescantia ohiensis,"Blue, purple","mar, aug",Commelinaceae,blue,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE,529
Tradescantia virginiana L.,Tradescantia virginiana,"Blue, purple","mar, aug",Commelinaceae,blue,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,TRUE,174
Tragopogon porrifolius L.,Tragopogon porrifolus,Purple,"apr,aug",Asteraceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,TRUE,11
Tragopogon pratensis L.,Tragopogon pratensis,Yellow,"may,aug",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE,153
Triantha glutinosa (Michx.) Baker,Tofieldia glutinosa,White,"jun,aug",Tofieldiaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE,69
Trichostema brachiatum L.,Isanthus brachiatus,Pale blue,"aug,sep",Lamiaceae,blue,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,TRUE,201
Trichostema dichotomum L.,Trichostema dichotomum,Purple,"aug, oct",Lamiaceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,TRUE,557
Trifolium arvense L.,Trifolium arvense,"Magenta, purple","June, September",Fabaceae,purple,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE,478
Trifolium aureum Pollich,Trifolium aureum,Yellow,"May, September",Fabaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE,461
Trifolium dubium Sibth.,Trifolium procumbens,Yellow,"May, October",Fabaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,TRUE,264
Trifolium hybridum L.,Trifolium hybridum,"Pink, pinkish","June, September",Fabaceae,pink,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE,599
Trifolium pratense L.,Trifolium pratense,"Magenta, purple","June, September",Fabaceae,purple,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,TRUE,4568
Trifolium repens L.,Trifolium repens,"White, pale pink","May, October",Fabaceae,pink,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE,2946
Trillium cernuum L.,Trillium cernuum,"White, pale pink",may,Melanthiaceae,pink,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE,999
Trillium erectum L.,Trillium erectum,"Maroon, dark purple","apr, jun",Melanthiaceae,red,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE,8031
Trillium flexipes Raf.,Trillium flexipes,White,"may, jun",Melanthiaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE,1181
Trillium grandiflorum (Michx.) Salisb.,Trillium grandiflorum,"White, pink","may, jun",Melanthiaceae,pink,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE,8357
Trillium nivale Riddell,Trillium nivale,White,"mar, apr",Melanthiaceae,white,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,TRUE,783
Trillium recurvatum L.C.Beck,Trillium recurvatum,Maroon,"mar, may",Melanthiaceae,red,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE,2791
Trillium sessile L.,Trillium sessile,Maroon,apr,Melanthiaceae,red,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,TRUE,1955
Trillium undulatum Willd.,Trillium undulatum,"White, crimson","apr, jun",Melanthiaceae,red,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE,3901
Triodanis perfoliata (L.) Nieuwl.,Specularia perfoliata,"Blue, violet","may,jul",Campanulaceae,blue,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,TRUE,606
Triosteum aurantiacum E.P.Bicknell,Triosteum aurantiacum,Dull purplish-red,"may, jun",Caprifoliaceae,red,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE,84
Triosteum perfoliatum L.,Triosteum perfoliatum,"Purplish brown, green","may,jun",Caprifoliaceae,green,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,TRUE,29
Triphora trianthophora (Sw.) Rydb.,Triphora trianthophora,"Pale pink, whitish","July, October",Orchidaceae,pink,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,TRUE,64
Trollius laxus Salisb.,Trollius laxus,Greenish yellow,"mar, aug",Ranunculaceae,yellow,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE,12
Turritis glabra L.,Arabis glabra,Yellowish white,"mar, jul",Brassicaceae,yellow,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE,147
Tussilago farfara L.,Tussilago farfara,Yellow,"mar,apr",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,TRUE,2722
Typha angustifolia L.,Typha angustifolia,Brownish,"may,aug",Typhaceae,brown,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,TRUE,34
Typha latifolia L.,Typha latifolia,Brownish,"apr,jun",Typhaceae,brown,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,TRUE,71
Urtica dioica L.,Urtica dioica,Greenish,"jun,aug",Urticaceae,green,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,TRUE,95
Urtica gracilis Aiton,Urtica procera,Greenish,"jun,aug",Urticaceae,green,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE,20
Utricularia cornuta Michx.,Utricularia cornuta,Yellow,"June, September",Lentibulariaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE,147
Utricularia gibba L.,Utricularia gibba,Yellow,"May, August",Lentibulariaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,TRUE,45
Utricularia inflata Walter,Utricularia inflata,Yellow,"May, November",Lentibulariaceae,yellow,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,TRUE,27
Utricularia intermedia Hayne,Utricularia intermedia,Yellow,"July, August",Lentibulariaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE,53
Utricularia purpurea Walter,Utricularia purpurea,Purple,"July, September",Lentibulariaceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,TRUE,73
Uvularia grandiflora Sm.,Uvularia grandiflora,Orange-yellow,"mar,jun",Colchicaceae,orange,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE,1336
Uvularia perfoliata L.,Uvularia perfoliata,Pale yellow,"mar,jun",Colchicaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE,284
Uvularia sessilifolia L.,Uvularia sessilifolia,Pale yellow,"apr,may",Colchicaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE,1455
Vaccinium macrocarpon Aiton,Vaccinium macrocarpon,Pale pink,"jun, aug",Ericaceae,pink,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE,112
Vaccinium oxycoccos L.,Vaccinium oxycoccos,Pale pink,jun,Ericaceae,pink,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE,94
Vaccinium vitis-idaea L.,Vaccinium vitis-idaea,Pink,"may,jul",Ericaceae,pink,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE,178
Valeriana officinalis L.,Valeriana officinalis,Pale pink,"jul,oct",Valerianaceae,pink,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE,471
Valeriana uliginosa (Torr. & A.Gray) Rydb.,Valeriana uliginosa,"Pale pink, white","may,jun",Valerianaceae,pink,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE,39
Valerianella locusta (L.) Laterr.,Valerianella olitoria,"Bluish, whitish","apr,may",Valerianaceae,blue,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE,44
Veratrum virginicum (L.) W.T.Aiton,Melanthium virginicum,Greenish white,"jun,jul",Melanthiaceae,green,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE,13
Veratrum viride Aiton,Veratrum viride,White,"may,jul",Melanthiaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,TRUE,209
Verbascum blattaria L.,Verbascum blattaria,"Yellow, white","jun, sep",Scrophulariaceae,yellow,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE,664
Verbascum thapsus L.,Verbascum thapsus,Yellow,"jun, sep",Scrophulariaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE,1182
Verbena hastata L.,Verbena hastata,Violet blue,"jun,sep",Verbenaceae,blue,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE,2104
Verbena simplex Lehm.,Verbena simplex,Purple,"jun,aug",Verbenaceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE,62
Verbena stricta Vent.,Verbena stricta,"Purple, pink","jun,sep",Verbenaceae,purple,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE,313
Verbena urticifolia L.,Verbena urticifolia,White,"jul,sep",Verbenaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE,704
Verbesina alternifolia (L.) Britton ex Kearney,Actinomeris alternifolia,Yellow,"jul,oct",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,TRUE,1005
Vernonia gigantea (Walter) Trel. ex Trel.,Vernonia altissima,Purple,"jun, oct",Asteraceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,TRUE,178
Vernonia noveboracensis (L.) Michx.,Vernonia noveboracensis,Purple,"aug, oct",Asteraceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,TRUE,229
Veronica americana (Raf.) Schwein. ex Benth.,Veronica americana,"Blue, violet",jun,Plantaginaceae,blue,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,TRUE,60
Veronica arvensis L.,Veronica arvensis,"Blue, whitish","may, sep",Plantaginaceae,blue,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE,368
Veronica chamaedrys L.,Veronica chamaedrys,Deep blue,"mar,jul",Plantaginaceae,blue,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE,386
Veronica officinalis L.,Veronica officinalis,"Lilac, lavender","jun, aug",Plantaginaceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE,547
Veronica peregrina L.,Veronica peregrina,Whitish,"may, oct",Plantaginaceae,white,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,TRUE,63
Veronica persica Poir.,Veronica persica,Blue,"apr, jul",Plantaginaceae,blue,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,TRUE,1265
Veronica scutellata L.,Veronica scutellata,Blue,"may, aug",Plantaginaceae,blue,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE,87
Veronica serpyllifolia L.,Veronica serpyllifolia,"White, pale-blue","apr, jul",Plantaginaceae,blue,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE,701
Veronicastrum virginicum (L.) Farw.,Veronicastrum virginicum,White,"jun, aug",Plantaginaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE,305
Vinca minor L.,Vinca minor,Blue-violet,"may,jun",Apocynaceae,blue,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,TRUE,2204
Viola adunca Sm.,Viola adunca,Violet,"April, August",Violaceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE,19
Viola affinis J.LeConte,Viola affinis,Purple,"April, June",Violaceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE,8
Viola blanda Willd.,Viola blanda,White,"April, June",Violaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE,111
Viola brittoniana (Britton) Pollard,Viola brittoniana,Violet,"April, June",Violaceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE,12
Viola canadensis L.,Viola canadensis,White,"May, July",Violaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE,604
Viola cucullata Aiton,Viola cucullata,Purple,"April, June",Violaceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,TRUE,174
Viola hastata Michx.,Viola hastata,Yellow,"April, May",Violaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,TRUE,168
Viola hirsutula Brainerd,Viola hirsutula,Reddish purple,"March, June",Violaceae,red,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,TRUE,5
Viola incognita Brainerd,Viola incognita,White,"apr,jun",Violaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,TRUE,10
Viola labradorica Schrank,Viola conspersa,Pale violet,"may,jun",Violaceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE,208
Viola lanceolata L.,Viola lanceolata,White,"April, June",Violaceae,white,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,TRUE,174
Viola novae-angliae House,Viola novae-angliae,Purple,"April, June",Violaceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE,3
Viola pedata L.,Viola pedata,Lilac-purple,"March, June",Violaceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE,460
Viola pedatifida G.Don,Viola pedatifida,Violet,"April, June",Violaceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TRUE,59
Viola primulifolia L.,Viola primulifolia,White,"April, June",Violaceae,white,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,TRUE,72
Viola pubescens Aiton,Viola pubescens,Yellow,"May, June",Violaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TRUE,40
Viola renifolia A.Gray,Viola renifolia,White,"April, June",Violaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,TRUE,39
Viola rostrata Pursh,Viola rostrata,Pale lilac,"April, June",Violaceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE,524
Viola rotundifolia Michx.,Viola rotundifolia,Yellow,"April, May",Violaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE,492
Viola sagittata Aiton,Viola fimbriatula,Violet-purple,"may,jul",Violaceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE,201
Viola selkirkii Pursh ex Goldie,Viola selkirkii,Pale violet,"May, July",Violaceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE,16
Viola sororia Willd.,Viola sororia,Purple,"March, May",Violaceae,purple,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,TRUE,2908
Viola striata Aiton,Viola striata,Cream,"April, June",Violaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE,370
Xanthium strumarium L.,Xanthium echinatum,Greenish,"jul,oct",Asteraceae,green,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,TRUE,19
Xerophyllum asphodeloides (L.) Nutt.,Xerophyllum asphodeloides,White,"mar,jul",Melanthiaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE,81
Xyris torta Sm.,Xyris torta,Yellow,"mar, nov",Xyridaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE,19
