taxon,species,color_desc,flowering_months,family,color_id,red,orange,yellow,green,blue,purple,pink,white,brown,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,inat_phen
Scutellaria integrifolia L.,Scutellaria integrifolia,Blue,"may, jul",Lamiaceae,blue,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,TRUE
Scutellaria lateriflora L.,Scutellaria lateriflora,"Blue, violet","jun, oct",Lamiaceae,blue,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE
Scutellaria nervosa Pursh,Scutellaria nervosa,Blue,"may, sep",Lamiaceae,blue,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE
Scutellaria ovata Hill,Scutellaria ovata,Blue,"apr, jun",Lamiaceae,blue,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE
Scutellaria parvula Michx.,Scutellaria parvula,Blue,"mar, jun",Lamiaceae,blue,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,TRUE
Scutellaria serrata Andrews,Scutellaria serrata,Blue,"jun, sep",Lamiaceae,blue,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE
Securigera varia (L.) Lassen,Securigera varia,"Pink, white","May, September",Fabaceae,pink,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
Sedum acre L.,Sedum acre,Yellow,"jun, jul",Crassulaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
Hylotelephium telephium (L.) H.Ohba,Sedum purpureum,Pink-purple,"jul, sep",Crassulaceae,purple,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,TRUE
Rhodiola rosea L.,Sedum rosea,"Purplish, yellowish","jun, aug",Crassulaceae,yellow,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE
Hylotelephium telephioides (Michx.) H.Ohba,Sedum telephioides,"Pale-pink, white","aug, sep",Crassulaceae,pink,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,TRUE
Sedum ternatum Michx.,Sedum ternatum,White,"mar,jun",Crassulaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE
Packera obovata (Muhl. ex Willd.) W.A.Weber & Á.Löve,Senecio obovatus,Yellow,"feb,jun",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,TRUE
Packera schweinitziana (Nutt.) W.A.Weber & Á.Löve,Senecio robbinsii,Yellow,"may,jul",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
Senecio vulgaris L.,Senecio vulgaris,Yellow,"may,oct",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,TRUE
Lepidostephium asteroides (Schltr.) Kroner,Sericocarpus asteroides,White,"jun, aug",Asteraceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,FALSE
Sericocarpus linifolius (L.) Britton & al.,Sericocarpus linifolius,White,"jul, oct",Asteraceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE
Sida spinosa L.,Sida spinosa,Yellow,"jun, oct",Malvaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,TRUE
Silene acaulis (L.) Jacq.,Silene acaulis,"pink, lilac","jun,aug",Caryophyllaceae,purple,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE
Silene antirrhina L.,Silene antirrhina,"Pink, white","jun,sep",Caryophyllaceae,pink,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,TRUE
Silene caroliniana Walter,Silene caroliniana,Pink,"mar,jun",Caryophyllaceae,pink,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE
Silene vulgaris (Moench) Garcke,Silene cucubalus,White,"jun,oct",Caryophyllaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
Silene noctiflora L.,Silene noctiflora,"White, pinkish","jun,sep",Caryophyllaceae,pink,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,TRUE
Silene regia Sims,Silene regia,Scarlet,"jul, aug",Caryophyllaceae,red,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE
Silene stellata (L.) W.T.Aiton,Silene stellata,White,"jul,aug",Caryophyllaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE
Silene virginica L.,Silene virginica,Scarlet,"apr,aug",Caryophyllaceae,red,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,TRUE
Silphium perfoliatum L.,Silphium perforliatum,Yellow,"jul,sep",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE
Silphium terebinthinaceum Jacq.,Silphium terebnthinaceum,Yellow,"aug,oct",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE
Silphium trifoliatum L.,Silphium trifoliatum,Yellow,"jul,sep",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE
Sisymbrium altissimum L.,Sisymbrium altissimum,Pale yellow,"jun, aug",Brassicaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,TRUE
Sisymbrium officinale (L.) Scop.,Sisymbrium officinale,Yellow,"may, oct",Brassicaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE
Sisyrinchium albidum Raf.,Sisyrinchium albidum,"Pale blue, white","mar,jun",Iridaceae,blue,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,TRUE
Sisyrinchium angustifolium Mill.,Sisyrinchium angustifolium,Pale blue,"mar,jul",Iridaceae,blue,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,TRUE
Sisyrinchium atlanticum E.P.Bicknell,Sisyrinchium atlanticum,Pale blue,"mar,jul",Iridaceae,blue,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,TRUE
Sisyrinchium montanum Greene,Sisyrinchium montanum,Deep violet-blue,"may,jul",Iridaceae,blue,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE
Sisyrinchium mucronatum Michx.,Sisyrinchium mucronatum,Violet-blue,"mar,jun",Iridaceae,blue,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE
Sium suave Walter,Sium suave,White,"jul, sep",Apiaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE
Maianthemum racemosum (L.) Link,Smilacina racemosa,White,"may,jun",Ruscaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE
Maianthemum stellatum (L.) Link,Smilacina stellata,White,"may,jun",Ruscaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE
Maianthemum trifolium (L.) Sloboda,Smilacina trifolia,White,"may,jun",Ruscaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE
Smilax glauca Walter,Smilax glauca,Green,"may,jul",Smilacaceae,green,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,TRUE
Smilax herbacea L.,Smilax herbacea,Greenish,"may,jun",Smilacaceae,green,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE
Smilax rotundifolia L.,Smilax rotundifolia,Green,"apr,jun",Smilacaceae,green,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,TRUE
Smilax tamnoides L.,Smilax tamnoides,Green,"may,jun",Smilacaceae,green,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,TRUE
Solanum carolinense L.,Solanum carolinense,"Violet, white","may, sep",Solanaceae,purple,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE
Solanum nigrum L.,Solanum nigrum,White,"jul, sep",Solanaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,FALSE
Solanum rostratum Dunal,Solanum rostratum,Yellow,"jun, aug",Solanaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,TRUE
Solidago rugosa Mill.,Solidago altissima,Yellow,"aug,oct",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,TRUE
Solidago arguta Aiton,Solidago arguta,Yellow,"jul,oct",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,TRUE
Solidago bicolor L.,Solidago bicolor,Whitish,"jul,oct",Asteraceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,TRUE
Solidago caesia L.,Solidago caesia,Yellow,"aug,oct",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,TRUE
Solidago canadensis L.,Solidago canadensis,Yellow,"jul,oct",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,TRUE
Solidago leiocarpa DC.,Solidago cutleri,Yellow,"jul,sep",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE
Solidago latissimifolia Mill.,Solidago elliottii,Yellow,"aug,nov",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,FALSE
Solidago erecta Pursh,Solidago erecta,Light yellow,"aug,oct",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,TRUE
Solidago flexicaulis L.,Solidago flexicaulus,Yellow,"aug,sep",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,TRUE
Solidago gigantea Aiton,Solidago gigantea,Yellow,"aug,oct",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE
Euthamia graminifolia (L.) Nutt.,Solidago graminifolia,Yellow,"jul,sep",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE
Solidago hispida Muhl. ex Willd.,Solidago hispida,Orange-yellow,"aug,oct",Asteraceae,orange,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,TRUE
Solidago juncea Aiton,Solidago juncea,Yellow,"jun,sep",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE
Solidago macrophylla Banks ex Pursh,Solidago macrophylla,Yellow,"aug,sep",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE
Solidago nemoralis Aiton,Solidago nemoralis,Yellow,"aug,oct",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,TRUE
Solidago odora Aiton,Solidago odora,Yellow,"jul,oct",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,TRUE
Solidago ohioensis Riddell,Solidago ohioensis,Yellow,"aug,sep",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,TRUE
Solidago patula Muhl. ex Willd.,Solidago patula,Yellow,"aug,oct",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,TRUE
Solidago puberula Nutt.,Solidago puberula,Bright yellow,"aug,oct",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,TRUE
Solidago randii (Porter) Britton,Solidago randii,Yellow,"jul,sep",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,TRUE
Solidago rigida L.,Solidago rigida,Yellow,"aug,sep",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,TRUE
Solidago sempervirens L.,Solidago sempervirens,Yellow,"aug,nov",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,TRUE
Solidago squarrosa Muhl.,Solidago squarrosa,Yellow,"aug,sep",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,TRUE
Solidago stricta Aiton,Solidago stricta,Yellow,"aug,nov",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE
Euthamia tenuifolia (Pursh) Nutt.,Solidago tenuifolia,Yellow,"aug,oct",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE
Solidago uliginosa Nutt.,Solidago uliginosa,Yellow,"aug,sep",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE
Solidago ulmifolia Muhl. ex Willd.,Solidago ulmifolia,Yellow,"jul,sep",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,TRUE
Sonchus arvensis L.,Sonchus arvensis,Yellow,"jul,oct",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE
Sonchus asper (L.) Hill,Sonchus asper,Pale yellow,"jul,oct",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,TRUE
Sonchus oleraceus L.,Sonchus oleraceus,Pale yellow,"jul,oct",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,TRUE
Sparganium americanum Nutt.,Sparganium americanum,Greenish white,"may,aug",Typhaceae,green,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE
Sparganium androcladum (Engelm.) Morong,Sparganium androcladum,Greenish white,"apr,jul",Typhaceae,green,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,FALSE
Sparganium eurycarpum Engelm.,Sparganium eurycarpum,Greenish white,"jun,aug",Typhaceae,green,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
Triodanis perfoliata (L.) Nieuwl.,Specularia perfoliata,"Blue, violet","may,jul",Campanulaceae,blue,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,TRUE
Spergula arvensis L.,Spergula arvensis,White,"jun,sep",Caryophyllaceae,white,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,TRUE
Spergularia salina J.Presl & C.Presl,Spergularia marina,"Pink, white","mar,sep",Caryophyllaceae,pink,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,TRUE
Spergularia rubra (L.) J.Presl & C.Presl,Spergularia rubra,Pink,"jun,oct",Caryophyllaceae,pink,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE
Spiranthes cernua (L.) Rich.,Spiranthes cernua,White,"July, September",Orchidaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,FALSE
Spiranthes lacera (Raf.) Raf.,Spiranthes lacera,White,"August, September",Orchidaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE
Spiranthes lucida (H.H.Eaton) Ames,Spiranthes lucida,White,"May, August",Orchidaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,TRUE
Spiranthes romanzoffiana Cham.,Spiranthes romanzoffiana,White,"July, August",Orchidaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE
Spiranthes tuberosa Raf.,Spiranthes tuberosa,White,"June, September",Orchidaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,TRUE
Spiranthes vernalis Engelm. & A.Gray,Spiranthes vernalis,White,"January, October",Orchidaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,TRUE
Stachys hyssopifolia Michx.,Stachys hyssopifolia,Pale-purple,"jul, sep",Lamiaceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,TRUE
Stachys palustris L.,Stachys palustris,Rose-purple,"apr, may",Lamiaceae,purple,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE
Stachys tenuifolia Willd.,Stachys tenuifolia,Rose-purple,"apr, may",Lamiaceae,purple,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE
Stellaria alsine Grimm,Stellaria alsine,"Whte, green","mar,jun",Caryophyllaceae,green,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,FALSE
Stellaria graminea L.,Stellaria graminea,White,"may,aug",Caryophyllaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
Stellaria longifolia Muhl. ex Willd.,Stellaria longifolia,White,"may,jul",Caryophyllaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,TRUE
Stellaria media (L.) Vill.,Stellaria media,White,"jun,sep",Caryophyllaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,FALSE
Stellaria pubera Michx.,Stellaria pubera,White,"mar,may",Caryophyllaceae,white,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,TRUE
Stenanthium gramineum (KerGawl.) Morong,Stenanthium gramineum,"White, greenish","jun,sep",Melanthiaceae,green,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE
Streptopus amplexifolius (L.) DC.,Streptopus amplexifolius,Greenish,"may,jul",Liliaceae,green,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE
Streptopus lanceolatus (Aiton) Reveal,Streptopus roseus,"Rose-purple, pink","may,jul",Liliaceae,purple,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE
Stylophorum diphyllum (Michx.) Nutt.,Stylophorum diphyllum,Deep-yellow,"mar, may",Papaveraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE
Stylosanthes biflora (L.) Britton & al.,Stylosanthes biflora,Yellow,"May, September",Fabaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,TRUE
Suaeda linearis (Elliott) Moq.,Suaeda linearis,Green,"aug,dec",Amaranthaceae,green,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,TRUE
Suaeda maritima (L.) Dumort.,Suaeda maritima,Green,"aug,nov",Amaranthaceae,green,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,FALSE
Frasera carolinensis Walter,Swertia carolinensis,Greenish yellow,"may,jul",Gentianaceae,yellow,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,FALSE
Galatella sedifolia (L.) Greuter,Symphyotrichum puniceum,"Violet, blue, pink","jul,sep",Asteraceae,blue,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,FALSE
Symphytum officinale L.,Symphytum officinale,"Yellowish, whitish, purplish","may, aug",Boraginaceae,yellow,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE
Symplocarpus foetidus (L.) Salisb. ex W.P.C.Barton,Symplocarpus foetidus,"Purple-brown, green","February, April",Araceae,green,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,TRUE
Taenidia integerrima (L.) Drude,Taenidia integerrima,Yellow,"may, jun",Apiaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE
Phemeranthus teretifolius (Pursh) Raf.,Talinum teretifolium,Deep pink,"apr, oct",Montiaceae,pink,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE
Tanacetum vulgare L.,Tanacetum vulgare,Yellow,"jul,sep",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE
Taraxacum erythrospermum Andrz. ex Besser,Taraxacum erythrospermum,Yellow,"jun,oct",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,TRUE
Taraxacum campylodes G.E.Haglund,Taraxacum officinale,Yellow,"apr,sep",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,FALSE
Tephrosia virginiana (L.) Pers.,Tephrosia virginiana,"Pale yellow, pinkish, purple","April, July",Fabaceae,yellow,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE
Teucrium canadense L.,Teucrium canadense,Purplish,"may, aug",Lamiaceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE
Thalictrum dasycarpum Fisch. & al.,Thalictrum dasycarpum,White,"mar, jul",Ranunculaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
Thalictrum dioicum L.,Thalictrum diocium,Greenish,"apr, jun",Ranunculaceae,green,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE
Thalictrum pubescens Pursh,Thalictrum polygamum,White,"jun, aug",Ranunculaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
Thalictrum thalictroides (L.) A.J.Eames & B.Boivin,Thalictrum thalictroides,"White, pinkish","mar,jun",Ranunculaceae,pink,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,TRUE
Thaspium barbinode (Michx.) Nutt.,Thaspium barbinode,Pale yellow,"may, jun",Apiaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,TRUE
Thaspium trifoliatum (L.) A.Gray,Thaspium trifoliatum,"Yellow, purple","may, jun",Apiaceae,yellow,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE
Thlaspi arvense L.,Thlaspi arvense,White,"apr, jun",Brassicaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,TRUE
Thymus serpyllum L.,Thymus serpyllum,Purple,"jun, jul",Lamiaceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,FALSE
Tiarella cordifolia L.,Tiarella cordifolia,White,"mar, jul",Saxifragaceae,white,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,TRUE
Tipularia discolor (Pursh) Nutt.,Tipularia discolor,Greenish-purple,"June, September",Orchidaceae,green,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE
Triantha glutinosa (Michx.) Baker,Tofieldia glutinosa,White,"jun,aug",Tofieldiaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE
Triantha racemosa (Walter) Small,Tofieldia racemosa,White,"jun,aug",Tofieldiaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
Tradescantia ohiensis Raf.,Tradescantia ohiensis,"Blue, purple","mar, aug",Commelinaceae,blue,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE
Tradescantia virginiana L.,Tradescantia virginiana,"Blue, purple","mar, aug",Commelinaceae,blue,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,TRUE
Tragopogon porrifolius L.,Tragopogon porrifolus,Purple,"apr,aug",Asteraceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,TRUE
Tragopogon pratensis L.,Tragopogon pratensis,Yellow,"may,aug",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE
Trautvetteria caroliniensis (Walter) Britton ex A.Murray & Vail,Trautvetteria caroliniensis,White,"jun,aug",Ranunculaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
Trichostema dichotomum L.,Trichostema dichotomum,Purple,"aug, oct",Lamiaceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,TRUE
Trientalis borealis Raf.,Trientalis borealis,White,"may,jun",Myrsinaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE
Trifolium arvense L.,Trifolium arvense,"Magenta, purple","June, September",Fabaceae,purple,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE
Trifolium aureum Pollich,Trifolium aureum,Yellow,"May, September",Fabaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,FALSE
Trifolium hybridum L.,Trifolium hybridum,"Pink, pinkish","June, September",Fabaceae,pink,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE
Trifolium pratense L.,Trifolium pratense,"Magenta, purple","June, September",Fabaceae,purple,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,TRUE
Trifolium dubium Sibth.,Trifolium procumbens,Yellow,"May, October",Fabaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,TRUE
Trifolium repens L.,Trifolium repens,"White, pale pink","May, October",Fabaceae,pink,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE
Trillium cernuum L.,Trillium cernuum,"White, pale pink",may,Melanthiaceae,pink,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE
Trillium erectum L.,Trillium erectum,"Maroon, dark purple","apr, jun",Melanthiaceae,red,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE
Trillium flexipes Raf.,Trillium flexipes,White,"may, jun",Melanthiaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE
Trillium grandiflorum (Michx.) Salisb.,Trillium grandiflorum,"White, pink","may, jun",Melanthiaceae,pink,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE
